SQUID,UNIT,Merged_UNITs,TOPELEVATION,BOTTOMELEVATION,RAWMAT,Material Type,Distance (km),DEBITAGE,DATACLASS,PRESERVATION,PATINATION,CORTEX,LOCATION OF CORTEX,CORTEX OF PREPARATION SURFACE,BURNT,SURFACE OF  FLAKE USED FOR FLAKING,NUMBER OF ACTIVE EDGES CORES,NUMBER OF PLATFORMS ON CORE,NUMBER OF SCARS FS,NUMBER OF SCARS PS,CORE LONGITUDINAL SECTION,CORE MORPHOLOGY,CORE TECHNOLOGY,CORE FLAKING METHODS,CORE TYPE,TYPE OF FLAKE CF,DOMINANT SCAR,LAST SCAR,ANGLE BETWEEN SP AND DS,FLAKE SP,TECHNOLOGY,PROFILE VENTRAL,PROFILE DORSAL,SECTION,FLAKE MORPHOLOGY,FLAKE TERMINATION,SYMMETRY,Parent Scar,NO DORSAL SCARS,SCAR PATTERN,STRIKING PLATFORM,LIP,RETOUCH,TOOL BLANK,STAGE OF RETOUCH,MODULE,TYPOLOGY A,RETOUCH LOCATION A,RETOUCH FACE A,RETOUCH TYPE A,ABRASION,SHAPE OF ACTIVE EDGE A,SECOND EVENT RETOUCH,TYPOLOGY B,RETOUCH LOCATION B,RETOUCH FACE B,RETOUCH TYPE B,SHAPE OF ACTIVE EDGE B,CORE LENGTH,CORE WIDTH,CORE THICKNESS,LENGTH OF DOMINANT SCAR,WIDTH OF DOMINANT SCAR,LENGTH OF LAST SCAR,WIDTH OF LAST SCAR,CORE CIRCUMFERENCE,TECHNOLOGICAL LENGTH,TECHNOLOGICAL WIDTH,MORPHOLOGICAL LENGTH,MORPHOLOGICAL WIDTH,THICKNESS,BREADTH OF STRIKING PLATFORM,DEPTH OF STRIKING PLATFORM,WEIGHT,IMAGE ACQUISITION 2D AND 3D,COMMENTS
K13-4,1.4.1 int,1,99.25,99.15,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Rectangular,Feather,Symmetrical,,6,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,8.92,7.26,8.95,7.95,2.02,4.55,1.66,0.1,Photo+3d,
L13-1,3.2 int,3,98.95,98.85,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,25-Jan,Proximal right,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Irregular,Feather,A symetric to the right,,3,Along axis opposed,Plain,Lipped,No,,,Module 4,,Circumference,,,,,No,,,,,,,,,,,,,,20.73,12.54,20.9,12.57,2.33,3.35,2.06,0.5,None,Edge rejuventation
L13-2,3.2 int,3,98.95,98.85,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Trapezoidal,Feather,Symmetrical,Yes,7,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,7.57,12.68,13.91,7.98,2.79,,,0.28,None,
K12-1,3,3,99.05,98.95,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,Yes,8,Along axis opposed,Faceted,Lipped,Yes,Flake,Pre detachment,Module 4,,Dista proximal left,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,23.93,11.53,24.23,13.99,4.51,7.63,3.7,1.06,None,
K12-1,3,3,99.05,98.95,Gutansar,Obsidian,58,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,1,Plain,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,7.73,4.87,0.91,2.82,1.25,0.01,None,
K12-5,3,3,99.05,98.95,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Straight,Concave convex,Trapezoidal,Feather,Symmetrical,Yes,13,Along axis opposed,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 4,,Distal and proximal,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,6.05,11.97,12.12,6.52,2.43,,,0.12,Photo+3d,Two ventrals
J11-3,3.2,3,99.06,98.82,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Oval,Feather,Symmetrical,Yes,12,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,9.37,12.16,13.15,9.87,1.46,5.6,1.37,0.17,Photo+3d,
J11-5,3.2,3,99.06,98.82,Geghasar,Obsidian,40,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,8,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,8.38,6.54,1.23,2.07,1.27,0.05,None,
J11-6,3.2,3,99.06,98.82,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Triangular,Triangular,Trapezoidal,Feather,Symmetrical,Yes,16,Along axis side,Faceted,Not lipped,Yes,Kombewa flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,9.81,9.53,10.11,10.43,2.91,5.73,1.33,0.25,Photo+3d,
J11-3,2.1,2,99.74,99.68,Geghasar-ar54,Obsidian,40,Flake,Both lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,Yes,11,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,10.87,8.35,0.58,,,0.08,Photo+3d,
J12a/j13b,3,3,98.97,98.76,Geghasar-ar54,Obsidian,40,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Trapezoidal,Sub rectangular,Feather,Symmetrical,,5,Bipolar,Crushed,Not lipped,Yes,Bladelet,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Invasive,No,,No,,,,,,,,,,,,,,14.2,5.12,14.2,5.93,0.88,,,0.04,None,
K12-1,3,3,98.85,98.75,Geghasar-ar54,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Trapezoidal,Feather,A symetric to the right,,12,Along axis opposed,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,13.07,26.79,26.47,12.79,3.67,,,1.17,Photo+3d,
K12-6,3,3,98.85,98.75,Geghasar-ar54,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,Yes,4,Side,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal right,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.37,10.27,11.48,7.24,1.45,,,0.14,None,
No square,No unit,,,,Sevkar,Obsidian,90,Flake,Prox + lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Hinge,,Yes,1,Along axis,,,Yes,Kombewa flake,Pre detachment,Module 1,,Distal left,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,,,13.17,10.87,1.71,,,0.25,None,
J11-2335,4,4,98.4,98.4,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Trapezoidal,Feather,Symmetrical,Yes,18,Along axis side,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Quina,No,,No,,,,,,,,,,,,,,19.16,15.7,24.32,20.37,3.9,7.71,2.86,1.88,Photo+3d,
K12-h,3,3,98.85,98.75,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Concave,Irregular,Feather,Symmetrical,,5,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,14.22,13.63,17.84,16.37,1.75,8.16,1.4,0.41,None,
J15-a,3.2,3,98.95,98.85,Gutansar,Obsidian,58,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,22,Convergent side,Plain,Lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Quina,No,,No,,,,,,,,,,,,,,,,28.39,9.57,3.59,5.29,1.36,0.92,Photo+3d,
J15-b,3.2,3,98.95,98.85,Hatis alpha,Obsidian,50,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Hinge,,Yes,8,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 4,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,,,27.2,5.11,1.86,2.74,1.21,0.34,None,
J15-c,3.2,3,98.95,98.85,Geghasar-1,Obsidian,40,Burin spall,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Trapezoidal,Feather,Symmetrical,,6,Side,Faceted,Lipped,No,,,Module 4,,,,,,,No,,,,,,,,,,,,,,5.55,13.16,14.62,5.06,3.42,6.24,1.69,0.18,Photo+3d,Burinification of the platform
J15-d,3.2,3,98.95,98.85,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Irregular,Feather,Symmetrical,Yes,1,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,11.29,8.13,11.61,8.25,1.26,3.36,1.02,0.11,None,
J15-e,3.2,3,98.95,98.85,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Polyhedral,Irregular,Feather,Symmetrical,,6,Along axis,Faceted,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,8.51,6.96,9,7.45,1.86,3.69,1.55,0.07,None,
J15-f,3.2,3,98.95,98.85,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Polyhedral,Trapezoidal,Hinge,Symmetrical,,10,Along axis,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,9.97,8.55,11.65,9.1,1.68,6.18,1.55,0.21,None,
J15-g,3.2,3,98.95,98.85,Hatis alpha,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,,5,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 4,,Distal proximal right,Dorsal,Fine,No,,No,,,,,,,,,,,,,,7.74,10.61,13.66,7.8,1.52,1.08,1.2,0.07,Photo+3d,Two ventrals
J14-b,1.4,1,99.61,99.58,Chert (red),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Irregular,Feather,A symetric to the left,,4,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,5.18,6.36,8.22,5.72,0.65,2.53,0.61,0.01,None,
J14,3.2,3,98.91,98.88,Chert (brown),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Oval,Feather,Symmetrical,,6,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,5.97,5.34,6.29,5.94,0.96,,,0.01,None,
J14-b/d-1470/1476,3.2,3,99.15,99.12,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,Yes,4,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,5.33,10.38,10.84,5.19,0.88,2.62,1.1,0.04,Photo+3d,
J14-1811/1816,3.2,3,98.89,98.91,Obsidian,Obsidian,,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,4,Along axis side,,,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,6.9,4.55,0.53,,,0.01,None,
J14-a/b-4891/5024,4.1,4,98.56,98.52,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Sub rectangular,Feather,Symmetrical,,4,Along axis opposed,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,6.46,5.61,6.62,5.87,1.43,4.27,1.42,0.04,Photo+3d,
J9,3.1,3,99.08,98.99,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Oblique,Triangular,Irregular,Feather,A symetric to the right,,4,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,11.23,13,17.37,12.46,2.7,6.8,4.47,0.71,Photo+3d,
J11-1,2.1,2,98.55,99.52,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Irregular,Feather,A symetric to the right,,5,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,10.21,17.29,17.54,10.1,2.14,4.57,1.46,0.33,None,
J11-1877/1919,3.6,3,98.56,98.55,Chert (brown),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,Yes,4,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,5.18,4.49,5.53,5.56,0.77,2.28,0.9,0.01,Photo+3d,
J11,Section cleaning,,,,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Sub rectangular,Feather,A symetric to the left,,7,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,17.14,12.7,21.69,14.94,1.83,,,0.69,None,
J10,3.2,3,99.06,98.96,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Rectangular,Feather,Symmetrical,,5,Along axis,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,13.15,11.26,13.08,11.79,3.56,9.74,3.5,0.48,None,
J10-b,3.2,3,98.96,98.91,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Trapezoidal,Sub triangular,Hinge,Symmetrical,,4,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,8.21,5.44,8.77,5.93,1.78,2.28,1.59,0.05,None,
J10-a,3.3,3,98.91,98.88,Gegham,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Concave,Convex,Trapezoidal,Feather,A symetric to the right,Yes,10,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,7.29,10.24,11.34,7.48,1.48,,,0.1,Photo+3d,
K10-b-1052/1081,3.5,3,98.92,98.77,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Irregular,Feather,A symetric to the right,,2,Along axis,Faceted,Lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,12.97,17.83,24.7,14.41,3.57,14.02,3.26,0.76,None,
K12-5259/5285,4.2,4,98.37,98.32,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Irregular,Feather,Symmetrical,Yes,1,Plain,Plain,Lipped,No,,,Module 0,,,,,,,No,,,,,,,,,,,,,,7.07,5.63,9.6,7.12,1.09,5.18,1.97,0.09,Photo+3d,
K12-5466/5467,4.2,4,98.34,98.34,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Irregular,Feather,Symmetrical,,3,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.23,6.96,8.91,7.57,1.06,4.29,0.92,0.05,Photo+3d,
K13-3862/4017-b,4.1,4,98.59,98.57,Calcedony,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Irregular,Feather,Symmetrical,,2,Along axis side,Dihedral,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.58,6.53,10.24,7.54,1.02,4.84,2.02,0.07,Photo+3d,
K14-1382/1410-b,3.2,3,99.14,99.04,Chert (brown),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Concave,Concave,Pointed,Feather,Symmetrical,,4,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,7.05,6.6,6.99,7.56,1.03,4.66,0.9,0.04,Photo+3d,
K14-1533/1544-a,4.1,4,98.9,98.84,Chert,Non-Obsidian,,Flake,Dist+lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,3,Along axis,Faceted,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,16.85,11.09,1.21,6.72,2.49,0.25,None,
K14,0.2,0,99.96,99.89,Chert (green),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Pointed,Feather,Symmetrical,,4,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Fine,No,,No,,,,,,,,,,,,,,7.21,5.08,7.25,5.4,0.96,1.91,1.06,0.01,None,
K14-736/761,0.2,0,99.9,99.87,Chert (green),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,Yes,1,Plain,Plain,Not lipped,No,,,Module 0,,,,,,,No,,,,,,,,,,,,,,3.31,4.53,6.77,3.33,0.97,1.51,0.69,0.01,Photo+3d,
L10-385-405,2.1,2,99.33,99.32,Chert,Non-Obsidian,,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,4,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,13.69,7.59,1.74,5.07,1.27,0.16,None,
L10-403/414,2.1,2,99.32,99.3,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,,3,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,11.43,9.47,12.62,10.34,1.12,,,0.14,None,
L10-403/414,2.1,2,99.32,99.3,Chert (brown),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,,2,Side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,5.46,3.57,5.48,3.58,0.6,2.09,0.58,0.01,None,
L15-1046,0.2,0,99.99,99.95,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,,2,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,4.67,4.81,7.74,4.59,1.74,7.49,2.87,0.09,None,
M14-1304/1307,3.2,3,99.21,99.16,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Oval,Feather,Symmetrical,,2,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,6.84,5.28,7.15,5.44,1.91,4.35,1.85,0.04,None,
M14-1714/1730,1.3,1,99.68,99.65,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Concave,Concave,Trapezoidal,Feather,Symmetrical,,1,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,5.07,7.31,7.55,5.13,0.54,,,0.01,None,
I10-i,2.2,2,99.12,99.12,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,45658,Proximal right,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Convex,Sub rectangular,Feather,Symmetrical,Yes,3,Side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal left,Dorsal,Flat,No,,No,,,,,,,,,,,,,,11.96,10.42,12.77,12.32,1.15,3.5,0.96,0.17,None,
K12-4535/4635-c,4.2,4,98.45,98.44,Chert (green),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,,3,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 4,,Proximal,Ventral,Fine,No,,No,,,,,,,,,,,,,,5.75,4.95,6.48,5.01,1.29,3.28,0.91,0.04,Photo+3d,Obsidian?
J14-910/924-c,0.2,0,99.78,99.75,Chert (green),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,Yes,1,Plain,Dihedral,Lipped,Yes,Kombewa flake,,Module 0,,,,,No,,No,,,,,,,,,,,,,,6.05,8.13,9.56,5.94,1.99,6.48,2,0.08,None,
J13-2,4.1 int,4,98.34,98.24,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Concave,Concave,Triangular,Feather,Symmetrical,,1,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Proximal,Dorsal,Scraper-like,,No,,,,,,,,,,,,,,,9.53,10.67,13.62,9.63,1.4,7.13,1.56,0,None,
K12,1.2.2,1,99.5,99.5,Silicified limestone,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,Yes,1,Plain,Faceted,Lipped,Yes,,,Module 0,,Proximal,,,,No,,,,,,,,,,,,,,,8.9,9.55,8.93,9.55,1.05,6.99,1.33,,None,
L11-1,2.2,2,99.17,99.13,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Oblique,Irregular,Feather,A symetric to the left,,3,Along axis opposed,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Regular,,No,,,,,,,,,,,,,,,21.71,22.79,33,18.57,3.11,16.35,3.86,,None,Probably abrasion
L11-4,2.2,2,99.17,99.13,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Concave,Trapezoidal,Feather,Symmetrical,,1,Plain,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,,No,,,,,,,,,,,,,,,8.34,9.12,10.05,8.09,0.79,7.57,1.17,,None,
L11-5,2.2,2,99.17,99.13,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,Yes,1,Plain,Dihedral,Not lipped,No,Kombewa flake,,Module 0,,Proximal,Dorsal,,,No,,,,,,,,,,,,,,,8.54,12.94,13.63,7.92,1.06,11.74,1.97,,None,
K13-c,3.2 int,3,98.85,98.7,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Concave,Oval,Hinge,Symmetrical,,3,Along axis,Dihedral,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Regular,,No,,,,,,,,,,,,,,,11.75,14.93,15.69,11.16,1.86,7.04,1.82,0.42,None,
J13-b,1.4.1 int,1,99.38,99.2,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,Yes,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Convex,Oval,Feather,Symmetrical,,3,Along axis side,Crushed,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,,No,,,,,,,,,,,,,,,7.64,9.36,9.83,6.45,1.8,,,0.13,None,
K12-g,3,3,99.05,98.95,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Convex,Concave,Concave,Irregular,Hinge,Symmetrical,,3,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,,No,,,,,,,,,,,,,,,7.49,16.08,18.37,7.32,1.68,4.94,1.6,0.22,None,
